,Budget,Countries,Counts,Downloads,IMDB_ID,Ratings,Titles
1483,"$80,000",[USA],1,158,tt1085885,8.0,The Zen of Screaming (Video 2005)
1484,NaN,[UK],1,2703,tt1297801,7.3,Bob Marley Freedom Road (2007)
1485,"$1,900,000",[USA],5,2497,tt0029843,8.0,The Adventures of Robin Hood (1938)
1486,NaN,[USA],1,260,tt0138797,2.7,King Cobra (Video 1999)
1487,NaN,"[Czechoslovakia, Soviet Union]",1,292,tt0176160,5.8,Sokolovo (1975)
1488,NaN,[West Germany],1,107,tt0098486,6.7,Der Todesking (1990)
1489,"$60,000,000","[Germany, Canada, USA]",5,14125,tt0460780,3.8,In the Name of the King: A Dungeon Siege Tale (2007)
1490,NaN,[USA],2,722,tt0098482,5.0,To Die For (1988)
1491,NaN,[Italy],1,409,tt0997280,6.2,I demoni di San Pietroburgo (2008)
1492,NaN,[New Zealand],1,233,tt1086288,3.4,The Fatal Game (TV Movie 1997)
1493,NaN,[Hungary],2,2708,tt0063768,7.3,A veréb is madár (1968)
1494,NaN,"[Japan, France]",1,20,tt0077132,7.0,Empire of Passion (1978)
1495,NaN,[Japan],1,103,tt0494815,5.9,Sairen (2006)
1496,NaN,[Italy],1,291,tt0077138,8.0,The Tree of Wooden Clogs (1978)
1497,NaN,"[Italy, France]",2,1018,tt0080539,7.1,City of Women (1980)
1498,NaN,"[West Germany, Hungary]",1,285,tt0080537,7.0,Circus maximus (1980)
1499,NaN,[Italy],2,1284,tt0080530,5.8,Chissà perché... capitano tutte a me (1980)
1500,NaN,[Australia],1,261,tt0424863,5.4,The Book of Revelation (2006)
1501,NaN,[USA],1,67,tt0048215,5.9,It Came from Beneath the Sea (1955)
1502,"$500,000",[USA],1,12,tt0424867,5.6,Bristol Boys (2006)
1503,NaN,[Italy],1,443,tt0429898,6.5,Cuore sacro (2005)
1504,NaN,[Russia],1,77,tt0148059,6.6,Den polnoluniya (1998)
1505,NaN,[USA],2,2562,tt0088707,6.3,American Flyers (1985)
1506,"$10,000,000",[Italy],1,968,tt1226236,7.0,Io sono l'amore (2009)
1507,NaN,[Brazil],1,143,tt0088703,3.8,Amazon Jail (1982)
1508,"$30,000,000",[USA],15,157344,tt2053463,7.1,Side Effects (2013)
1509,NaN,[USA],1,1973,tt0234137,6.3,Love & Sex (2000)
1510,NaN,[Hungary],1,926,tt0034349,6.3,Az utolsó dal (1942)
1511,NaN,[Russia],1,128,tt1227189,6.7,"Vse umrut, a ya ostanus (2008)"
1512,"$3,500,000",[USA],2,3292,tt0451957,4.3,Urban Legends: Bloody Mary (Video 2005)
1513,NaN,[USA],2,237,tt2055709,5.5,Penthouse North (2013)
1514,"$3,000,000",[USA],1,468,tt0425406,6.4,Shackles (Video 2005)
1515,NaN,[Canada],1,2695,tt1135933,4.9,Never Cry Werewolf (TV Movie 2008)
1516,NaN,[USA],2,542,tt1289573,7.8,The Goonies (Video Game 1985)
1517,NaN,[Japan],1,435,tt1645129,4.6,Puranzetto (2010)
1518,NaN,[Austria],1,319,tt2076811,7.7,Bohemia: A Year in the Wetlands (TV Movie 2011)
1519,NaN,[Hungary],1,724,tt0077799,8.0,Kihajolni veszélyes (1978)
1520,NaN,[Hungary],1,3571,tt0077796,8.1,Keménykalap és krumpliorr (TV Series 1978– )
1521,NaN,[India],3,1287,tt1029231,5.9,Krrish 3 (2013)
1522,NaN,[Hungary],1,259,tt0275440,,A jánó testvérek (TV Short 2000)
1523,NaN,[UK],1,391,tt0303356,7.0,Biggie and Tupac (2002)
1524,NaN,[Italy],10,14560,tt0074442,7.1,Crime Busters (1977)
1525,"$7,000",[USA],3,8171,tt0390384,7.0,Primer (2004)
1526,NaN,"[France, Italy]",1,112,tt0047925,7.0,Cela s'appelle l'aurore (1956)
1527,NaN,"[West Germany, Italy, Yugoslavia]",4,1928,tt0059915,6.7,Winnetou: The Last Shot (1965)
1528,"$75,000,000","[USA, Germany]",9,19329,tt0985699,7.1,Valkyrie (2008)
1529,NaN,"[Italy, West Germany]",3,2687,tt0077864,6.6,Lo chiamavano Bulldozer (1978)
1530,"$4,000,000",[USA],5,3826,tt0077869,6.1,The Lord of the Rings (1978)
1531,NaN,[Hong Kong],2,820,tt0077868,7.6,Long xie shi san ying (1978)
1532,NaN,[France],6,15441,tt0940657,5.2,Arthur et la vengeance de Maltazard (2009)
1533,NaN,[France],5,7275,tt0940656,5.5,Arthur 3: la guerre des deux mondes (2010)
1534,NaN,[France],2,322,tt3146360,6.7,Belle et Sébastien (2013)
1535,NaN,"[France, Belgium]",1,66,tt2354215,5.5,La marque des anges - Miserere (2013)
1536,NaN,"[Hungary, USA]",1,374,tt1729650,7.4,Inkubátor (2010)
1537,NaN,[USA],1,205,tt1754944,5.1,eCupid (2011)
1538,NaN,[USA],1,579,tt1738398,8.6,"""30 for 30"" Once Brothers (TV Episode 2010)"
1539,"$10,500,000",[USA],11,114106,tt0985694,6.7,Machete (2010)
1540,NaN,[Ireland],1,74,tt2092011,6.3,What Richard Did (2012)
1541,NaN,[USA],2,2153,tt0368222,6.3,Romance & Cigarettes (2005)
1542,NaN,[Italy],1,636,tt0099293,5.7,Le comiche (1990)
1543,NaN,[USA],2,267,tt0899161,8.4,Nine Inch Nails Live: Beside You in Time (Video 2007)
1544,NaN,"[Italy, Spain]",2,508,tt0075796,7.0,California (1977)
1545,NaN,[USA],1,199,tt0079239,7.2,The Great Santini (1979)
1546,"$35,000,000","[USA, Canada]",9,24615,tt0414993,7.4,The Fountain (2006)
1547,NaN,[USA],1,352,tt0346811,2.7,The Curse of the Komodo (2004)
1548,NaN,[Czechoslovakia],2,1082,tt0083162,7.7,The Mysterious Castle in the Carpathians (1981)
1549,NaN,[Japan],1,1648,tt1345450,5.8,Blue Gender: The Warrior (2002)
1550,"$14,000,000",[USA],2,953,tt0083169,6.7,Taps (1981)
1551,NaN,"[Denmark, Sweden, Norway, UK]",3,1484,tt0374248,7.0,Strings (2004)
1552,NaN,[UK],6,6687,tt0280277,6.7,Mr. Bean: The Animated Series (TV Series 2002– )
1553,NaN,[Italy],1,65,tt0034493,7.9,I bambini ci guardano (1944)
1554,NaN,[Canada],1,53,tt0120270,7.4,Tales from the Far Side II (TV Short 1997)
1555,NaN,[Japan],7,13012,tt0347149,8.2,Howl's Moving Castle (2004)
1556,"$1,000,000",[USA],1,1320,tt0264761,6.7,Kissing Jessica Stein (2001)
1557,NaN,"[Bahamas, USA]",5,1626,tt2212008,5.3,The Bag Man (2014)
1558,"$90,000,000","[UK, Hungary]",8,6180,tt1041804,4.5,The Nutcracker in 3D (2009)
1559,NaN,[USA],3,1727,tt0433696,5.7,Tom and Jerry Blast Off to Mars! (Video 2005)
1560,NaN,[Hungary],1,351,tt0292081,6.6,Macbeth (TV Movie 1982)
1561,"$103,000,000",[USA],3,863,tt2357291,6.6,Rio 2 (2014)
1562,NaN,[USA],1,566,tt0115535,3.9,Amityville: Dollhouse (Video 1996)
1563,NaN,[USA],1,1749,tt2032489,6.8,Love Crimes of Kabul (2011)
1564,NaN,[USA],1,245,tt2106739,6.1,Gayby (2012)
1565,NaN,[USA],2,730,tt0433349,2.1,Bottoms Up (Video 2006)
1566,NaN,"[Canada, USA]",2,3658,tt0338852,4.4,The Cheetah Girls (TV Movie 2003)
1567,NaN,[South Korea],1,92,tt2063842,6.7,Tong-jeung (2011)
1568,NaN,[Japan],4,4102,tt0142235,7.0,Dragon Ball Z: Son Goku Super Star (1989)
1569,NaN,[USA],1,1898,tt1979269,6.7,Magic Beyond Words: The JK Rowling Story (TV Movie 2011)
1570,NaN,[UK],1,1715,tt1506435,7.7,9/11: Phone Calls from the Towers (TV Movie 2009)
1571,"$75,000,000",[USA],18,155816,tt1253864,6.1,Immortals (2011)
1572,"$110,000,000",[USA],15,48851,tt1253863,6.5,300: Rise of an Empire (2014)
1573,NaN,"[UK, Germany]",2,2117,tt0286306,6.0,Deathwatch (2002)
1574,NaN,[USA],1,1997,tt1224519,7.2,Six Degrees Could Change the World (TV Movie 2008)
1575,NaN,[Japan],1,87,tt1872220,6.6,Uchû kyôdai (2012)
1576,"$16,000,000","[Hong Kong, China]",1,597,tt0881200,7.4,Ji jie hao (2007)
1577,NaN,[Hong Kong],1,146,tt0200126,5.9,Shao Lin zui ba quan (1982)
1578,NaN,[USA],3,1986,tt0343531,6.9,A Christmas Visitor (TV Movie 2002)
1579,NaN,[UK],1,878,tt1042570,5.2,Tu£sday (2008)
1580,"$650,000","[USA, Georgia]",1,441,tt1877543,5.0,247°F (2011)
1581,NaN,[UK],1,276,tt0067458,6.9,Murphy's War (1971)
1582,NaN,"[Spain, West Germany]",1,227,tt0059139,5.7,Durchs wilde Kurdistan (1965)
1583,"$700,000",[UK],1,106,tt0067457,5.2,Murders in the Rue Morgue (1971)
1584,NaN,[Hungary],2,884,tt2060576,6.1,Égi madár (TV Movie 2011)
1585,NaN,[USA],2,1250,tt0795338,5.2,Barbie Diaries (Video 2006)
1586,"$15,000,000","[USA, France]",3,2084,tt1178663,7.2,Whatever Works (2009)
1587,"$40,000,000",[USA],6,6212,tt0087182,6.6,Dune (1984)
1588,"$50,000,000",[USA],5,7740,tt0358135,6.0,Shall We Dance (2004)
1589,NaN,[USA],7,13803,tt0061852,7.6,The Jungle Book (1967)
1590,NaN,[France],1,888,tt0464059,5.3,Le cactus (2005)
1591,NaN,[Hungary],1,574,tt0061859,5.7,Kártyavár (1968)
1592,NaN,[Hong Kong],2,693,tt0094357,7.4,A Better Tomorrow II (1987)
1593,NaN,[USA],1,421,tt0464051,4.7,Homie Spumoni (2006)
1594,NaN,[USA],2,1350,tt0097911,5.0,Moontrap (1989)
1595,"$11,800,000",[UK],2,291,tt0085236,5.6,Beyond the Limit (1983)
1596,NaN,[USA],2,1014,tt0109892,5.1,Getting Gotti (TV Movie 1994)
1597,NaN,[USA],1,334,tt0109893,5.6,Getting In (1994)
1598,NaN,"[USA, Japan]",3,2472,tt0109890,5.7,The Getaway (1994)
1599,"$30,000,000",[USA],1,948,tt0109891,4.5,Getting Even with Dad (1994)
1600,NaN,[USA],4,16150,tt0804492,1.9,The Hottie & the Nottie (2008)
1601,"$8,000,000",[USA],10,23290,tt0804497,7.2,It's Kind of a Funny Story (2010)
1602,NaN,[UK],1,178,tt2372307,7.7,Madness on Wheels: Rallying's Craziest Years (2012)
1603,NaN,"[USA, New Zealand]",1,852,tt0110015,6.3,Hercules and the Amazon Women (TV Movie 1994)
1604,"$5,000,000","[USA, Argentina, Spain, Italy]",1,541,tt0964185,6.9,Tetro (2009)
1605,"$10,000,000","[Germany, Ireland, USA, UK, Netherlands]",2,956,tt0298856,7.0,Evelyn (2002)
1606,NaN,"[New Zealand, USA]",1,793,tt0110018,6.1,Hercules in the Maze of the Minotaur (TV Movie 1994)
1607,NaN,"[Hungary, UK]",1,1272,tt0282100,6.6,The Prince and the Pauper (TV Movie 2000)
1608,"$250,000",[USA],3,866,tt0012349,8.4,The Kid (1921)
1609,"$18,000,000","[Poland, USA]",2,1786,tt0282108,5.8,Quo Vadis (2001)
1610,NaN,[Japan],1,190,tt2488310,7.7,Yu-Gi-Oh! (1999)
1611,NaN,"[Italy, Spain, France]",1,334,tt0416661,5.1,La contessa di Castiglione (TV Movie 2006)
1612,NaN,"[East Germany, Soviet Union, Bulgaria]",1,417,tt0068542,6.0,Eolomea (1972)
1613,NaN,"[USA, Canada]",1,1247,tt1734203,3.4,Jabberwock (TV Movie 2011)
1614,NaN,[USA],1,500,tt0095409,4.4,Johnny Be Good (1988)
1615,"$5,000,000",[USA],1,578,tt1394268,7.2,Loose Change 9/11: An American Coup (Video 2009)
1616,NaN,[Hong Kong],3,1234,tt0435026,6.3,Jing mo gaa ting (2005)
1617,NaN,"[UK, Australia]",3,4819,tt0375920,6.4,The Libertine (2004)
1618,NaN,[Hong Kong],4,2145,tt0095403,7.1,Police Story 2 (1988)
1619,NaN,[UK],1,452,tt0095401,6.9,Riders (TV Movie 1993)
1620,NaN,"[Spain, Italy, France]",2,464,tt0066491,7.6,Tristana (1970)
1621,NaN,[East Germany],1,197,tt0066496,6.2,Tödlicher Irrtum (1970)
1622,NaN,[USA],1,250,tt0066495,6.6,The Twelve Chairs (1970)
1623,NaN,[Czechoslovakia],2,272,tt0066498,7.9,Ucho (1970)
1624,NaN,[Japan],2,4958,tt0988982,7.0,Gekijô-ban Naruto shippûden (2007)
1625,NaN,[USA],2,2194,tt0036098,7.2,Lassie Come Home (1943)
1626,NaN,"[Poland, Italy, Russia, France]",1,230,tt0472884,6.8,Persona non grata (2005)
1627,NaN,[Hungary],1,174,tt0171044,6.1,58 másodperc (1964)
1628,"$3,000,000",[USA],4,733,tt2544734,4.2,Bullet (2014)
1629,NaN,[Hong Kong],1,861,tt0106544,6.2,Supercop 2 (1993)
1630,NaN,[USA],5,12721,tt1982882,4.0,True Bloodthirst (2012)
1631,NaN,[USA],2,993,tt0099180,6.2,Bride of Re-Animator (1989)
1632,"$455,000",[USA],1,436,tt0365200,3.9,Fire Over Afghanistan (2003)
1633,NaN,[Germany],1,3720,tt0106548,5.4,Charlie & Louise - Das doppelte Lottchen (1994)
1634,NaN,[USA],2,2753,tt0099188,6.6,Buried Alive (TV Movie 1990)
1635,NaN,"[Argentina, Italy]",2,1312,tt1068997,5.6,El arca (2007)
1636,NaN,[USA],1,476,tt0436613,7.8,Murderball (2005)
1637,NaN,"[Canada, USA]",2,363,tt0107497,6.3,Malice (1993)
1638,NaN,[USA],5,2937,tt0117247,6.4,One Fine Day (1996)
1639,NaN,"[Iceland, Germany, Norway, Denmark]",1,376,tt0116116,7.3,Djöflaeyjan (1996)
1640,NaN,"[Hungary, France, Austria, Netherlands]",2,4365,tt0146592,6.9,Pál Adrienn (2010)
1641,NaN,[Canada],1,156,tt0099236,6.4,Chaindance (1991)
1642,NaN,[Thailand],4,7546,tt1190556,4.3,Opapatika (2007)
1643,"$5,000,000","[USA, UK]",1,1810,tt0116118,6.3,Doctor Who (TV Movie 1996)
1644,NaN,[Hungary],1,511,tt0132071,7.2,Csinszka (TV Movie 1987)
1645,NaN,"[USA, New Zealand]",4,1769,tt1935896,4.7,The ABCs of Death (2012)
1646,NaN,[USA],1,216,tt0113097,6.4,Forget Paris (1995)
1647,"$26,000,000",[USA],14,88366,tt2387559,6.4,Delivery Man (2013)
1648,NaN,[USA],2,1548,tt1833879,4.0,Scary or Die (2012)
1649,NaN,[USA],1,199,tt1440379,5.4,Virginia (2010)
1650,"$48,000,000","[USA, Japan]",9,12831,tt0298130,7.1,The Ring (2002)
1651,NaN,[UK],1,27,tt0228415,8.1,An Evening with Marlene Dietrich (1973)
1652,NaN,[UK],1,337,tt0063100,6.9,How to Irritate People (TV Movie 1969)
1653,NaN,"[Hungary, Italy, Germany, France]",2,3031,tt0249241,8.2,Werckmeister harmóniák (2000)
1654,"$8,600,000",[USA],5,18324,tt0211933,6.5,Awake (2007)
1655,"$2,000,000","[USA, UK]",2,787,tt0060438,7.0,A Funny Thing Happened on the Way to the Forum (1966)
1656,NaN,[France],1,955,tt0864918,4.8,La disparue de Deauville (2007)
1657,NaN,"[UK, USA]",2,721,tt0060437,6.9,Funeral in Berlin (1966)
1658,NaN,[USA],1,2307,tt0828465,3.6,The Year Without a Santa Claus (TV Movie 2006)
1659,NaN,[UK],1,464,tt0828462,5.8,Wide Sargasso Sea (TV Movie 2006)
1660,"$4,210,000",[Canada],1,439,tt0092172,5.1,The Vindicator (1986)
1661,NaN,[Germany],2,463,tt2987732,7.2,Fack ju Göhte (2013)
1662,NaN,[Hungary],1,463,tt0092176,6.6,Visszaszámlálás (1986)
1663,NaN,[Italy],1,945,tt0075665,5.6,L'altra metà del cielo (1977)
1664,"$1,707,561",[USA],1,149,tt0037059,7.7,Meet Me in St. Louis (1944)
1665,NaN,"[UK, USA, Canada]",2,581,tt0113633,5.6,Bullet to Beijing (TV Movie 1995)
1666,NaN,"[USA, Sri Lanka]",1,49,tt2104837,4.7,A Common Man (2013)
1667,"$1,200,000",[USA],3,1093,tt0113636,4.8,Leprechaun 3 (Video 1995)
1668,NaN,[USA],1,1237,tt0108442,5.9,Undercover Blues (1993)
1669,NaN,[USA],1,364,tt0104142,3.4,Driving Me Crazy (1991)
1670,NaN,[Germany],1,552,tt0376753,2.3,Hai-Alarm auf Mallorca (TV Movie 2004)
1671,NaN,[USA],1,222,tt0093808,6.9,Queenie (TV Movie 1987)
1672,"$7,500,000","[UK, USA]",1,533,tt0104149,6.9,Duel of Hearts (TV Movie 1991)
1673,NaN,[USA],1,667,tt0209264,3.7,Python (TV Movie 2000)
1674,NaN,"[Hungary, Germany]",1,3325,tt0398295,5.4,Tabló (2008)
1675,"$3,800,000","[Denmark, Sweden]",12,74189,tt2106476,8.3,Jagten (2012)
1676,NaN,[UK],3,598,tt2717318,4.2,I Am Soldier (2014)
1677,NaN,[France],1,33,tt0215737,6.6,The Eclipse: Courtship of the Sun and Moon (1907)
1678,NaN,[Germany],1,943,tt1534431,5.2,Liebe ohne Minze (TV Movie 2011)
1679,NaN,"[Turkey, Germany]",1,200,tt2670226,7.3,Jîn (2013)
1680,"$500,000",[UK],2,1488,tt0076221,6.2,Jabberwocky (1977)
1681,NaN,"[Czechoslovakia, East Germany]",1,567,tt0076223,7.3,Jak se budí princezny (1978)
1682,NaN,"[Hong Kong, South Korea]",2,520,tt0076227,5.3,Jian hua yan yu Jiang Nan (1977)
1683,NaN,[],1,973,tt1196486,,"""Fight Science"" Mixed Martial Arts (TV Episode)"
1684,"$43,000,000",[USA],4,5314,tt0191754,5.9,28 Days (2000)
1685,NaN,[USA],1,288,tt0064397,6.4,The Gypsy Moths (1969)
1686,NaN,"[Canada, France]",1,40,tt0338135,7.7,The Barbarian Invasions (2003)
1687,NaN,[Canada],1,238,tt0318040,3.3,Evil Breed: The Legend of Samhain (2003)
1688,NaN,"[Canada, USA]",2,1285,tt0338130,4.9,Inspector Gadget's Last Case: Claw's Revenge (TV Movie 2002)
1689,"$25,000,000",[USA],5,10105,tt0480255,6.4,The Losers (2010)
1690,"$3,500,000",[USA],1,662,tt0480251,6.5,Ira & Abby (2006)
1691,"$125,000,000","[USA, UK]",22,237171,tt1201607,8.1,Harry Potter and the Deathly Hallows: Part 2 (2011)
1692,"$40,000,000",[USA],11,24013,tt0396269,7.0,Wedding Crashers (2005)
1693,NaN,[Canada],1,559,tt0479647,7.0,"Bon Cop, Bad Cop (2006)"
1694,NaN,[USA],1,239,tt0038559,7.8,Gilda (1946)
1695,NaN,[Germany],3,1841,tt0109791,7.3,Felidae (1994)
1696,NaN,[USA],1,622,tt0048055,7.3,The Far Country (1954)
1697,NaN,[France],1,629,tt0109798,6.0,La fille de d'Artagnan (1994)
1698,"$15,500,000",[USA],1,1136,tt0954990,6.9,The Yellow Handkerchief (2008)
1699,"$950,000",[USA],11,17829,tt0034583,8.6,Casablanca (1942)
1700,"$134,000",[USA],1,59,tt0034587,7.5,Cat People (1942)
1701,"$45,000,000","[USA, Hong Kong, UK]",5,13915,tt1098327,2.9,Dragonball: Evolution (2009)
1702,NaN,"[Hungary, Germany]",2,1593,tt0830938,5.0,Overnight (2007)
1703,"$92,000,000","[Germany, USA, Japan, France]",8,12098,tt0266987,7.0,Spy Game (2001)
1704,NaN,[Poland],2,4071,tt1499228,5.6,Galerianki (2009)
1705,NaN,[Hong Kong],4,1344,tt0109424,8.1,Chungking Express (1994)
1706,NaN,[],1,441,tt2496710,,"""The Natural World"" Badgers: Secrets of the Sett (TV Episode 2008)"
1707,NaN,"[Germany, Hungary]",1,95,tt0396845,5.7,Rózsadomb (2004)
1708,NaN,[USA],1,2404,tt0114188,2.9,Problem Child 3: Junior in Love (TV Movie 1995)
1709,NaN,[USA],1,402,tt0069080,6.0,Pete 'n' Tillie (1972)
1710,NaN,[Germany],1,639,tt0239406,5.3,Flashback - Mörderische Ferien (2000)
1711,NaN,[USA],1,1639,tt0069087,4.9,The Pig Keeper's Daughter (1972)
1712,"$10,000",[USA],1,553,tt0069089,6.1,Pink Flamingos (1972)
1713,NaN,"[Israel, Germany, Poland, Luxembourg, France, Belgium]",2,1092,tt1821641,6.7,The Congress (2013)
1714,"$110,000,000","[USA, Germany, Ireland, UK]",5,8064,tt0327437,5.8,Around the World in 80 Days (2004)
1715,NaN,[USA],1,672,tt0111005,4.6,Mortal Fear (TV Movie 1994)
1716,"$25,000,000",[USA],3,2750,tt0111001,5.7,The Road to Wellville (1994)
1717,NaN,[USA],4,2137,tt0111003,5.8,The Puppet Masters (1994)
1718,NaN,[UK],1,252,tt0019702,7.1,Blackmail (1929)
1719,NaN,[Hungary],2,726,tt0174859,5.5,Legenda a vonaton (1962)
1720,"$38,000,000",[USA],6,7024,tt0174856,7.5,The Hurricane (1999)
1721,NaN,[Japan],1,623,tt2246953,7.1,Rentaneko (2012)
1722,NaN,[USA],5,2384,tt1545660,5.8,Knights of Badassdom (2013)
1723,"$20,000,000",[USA],4,13621,tt0407121,6.4,Pooh's Heffalump Movie (2005)
1724,"$10,000,000",[USA],5,12950,tt0785007,5.2,Over Her Dead Body (2008)
1725,"$35,000,000","[USA, Germany]",4,6295,tt0785006,5.3,Hotel for Dogs (2009)
1726,NaN,"[USA, South Africa]",2,838,tt0097498,2.9,Hellgate (1989)
1727,NaN,[UK],1,445,tt0106959,5.7,Frankenstein (TV Movie 1992)
1728,"$3,000,000",[USA],2,1197,tt0097493,7.4,Heathers (1988)
1729,"$8,000,000","[Australia, USA]",6,3310,tt0106950,5.8,Fortress (1992)
1730,NaN,[USA],2,443,tt0106951,5.0,Fortunes of War (1994)
1731,NaN,"[USA, Mexico]",1,1060,tt0102275,5.3,The Last Riders (1992)
1732,NaN,[USA],1,587,tt0097495,6.2,The Heist (TV Movie 1989)
1733,"$13,000,000",[USA],1,706,tt0086859,5.8,Against All Odds (1984)
1734,"$12,000,000","[USA, Germany]",2,856,tt0205271,4.6,Dr. T and the Women (2000)
1735,NaN,[USA],1,581,tt1202564,8.1,Fire Under the Snow (2008)
1736,NaN,[USA],1,362,tt0086856,6.4,The Adventures of Buckaroo Banzai Across the 8th Dimension (1984)
1737,NaN,[France],1,64,tt0114732,7.2,Les trois frères (1995)
1738,NaN,[USA],1,188,tt0229980,4.5,America's Flying Aces: The Blue Angels 50th Anniversary (1996)
1739,NaN,[USA],1,462,tt0384810,6.5,Around the Bend (2004)
1740,NaN,"[USA, Germany]",2,1994,tt0384814,5.8,Ask the Dust (2006)
1741,NaN,[Japan],5,1580,tt0384819,6.9,Azumi (2003)
1742,NaN,[USA],4,6774,tt1618435,5.3,Scooby-Doo! Curse of the Lake Monster (TV Movie 2010)
1743,"$3,000,000",[USA],2,60,tt1618432,4.1,I'm in Love with a Church Girl (2013)
1744,NaN,[Canada],1,560,tt0904127,5.3,The Poet (2007)
1745,NaN,[France],1,168,tt0145005,5.7,"Je sais rien, mais je dirai tout (1973)"
1746,"$8,000,000",[USA],2,701,tt0110759,6.5,PCU (1994)
1747,NaN,[India],1,34,tt0114234,7.7,Rangeela (1995)
1748,NaN,[Hungary],2,751,tt0130222,7.2,Rocktérítö (1988)
1749,"$22,000,000",[USA],1,858,tt0263728,4.1,Megiddo: The Omega Code 2 (2001)
1750,"$8,000,000",[UK],1,446,tt1249415,6.5,OceanWorld 3D (2009)
1751,NaN,[Italy],1,2,tt0418035,7.4,Otello (TV Movie 2001)
1752,"$40,000,000",[USA],3,3094,tt0117765,4.2,Striptease (1996)
1753,NaN,[Poland],1,490,tt0086585,5.6,Wilczyca (1983)
1754,"$8,000,000",[UK],1,617,tt0086582,3.7,The Wicked Lady (1983)
1755,NaN,[USA],1,392,tt0117762,5.9,Street Gun (1996)
1756,NaN,[USA],1,290,tt0117761,4.3,Street Corner Justice (1996)
1757,NaN,[Poland],1,128,tt0068021,7.3,Zycie rodzinne (1970)
1758,NaN,[USA],1,405,tt0308808,7.3,Revolution OS (2001)
1759,NaN,[USA],1,276,tt0075229,6.0,Sky Riders (1976)
1760,NaN,[USA],1,151,tt2313780,1.7,12/12/12 (2012)
1761,NaN,[USA],4,3018,tt0075223,6.9,Silver Streak (1976)
1762,"$4,400,000",[USA],1,409,tt0075222,6.7,Silent Movie (1976)
1763,"$500,000",[USA],1,966,tt0353248,3.1,Full Clip (2006)
1764,NaN,[Spain],1,1196,tt0315000,5.4,El Cid: La leyenda (2003)
1765,NaN,"[Denmark, Sweden, Finland, UK, Norway, Germany]",2,3677,tt0950739,6.5,Arn: Riket vid vägens slut (2008)
1766,"$70,000,000",[USA],8,10997,tt0314353,6.6,Tears of the Sun (2003)
1767,"$55,000",[USA],1,10,tt2072939,5.8,Devil in My Ride (2013)
1768,NaN,[Canada],1,972,tt1280501,7.5,Inuujjutiksaq (2008)
1769,NaN,[Canada],2,189,tt2072933,5.5,Cottage Country (2013)
1770,NaN,[USA],3,10458,tt0892737,7.5,Last Stand of the 300 (TV Movie 2007)
1771,NaN,[France],1,3494,tt1473063,7.0,La fille du puisatier (2011)
1772,NaN,[Hungary],1,960,tt0041518,7.1,Janika (1949)
1773,"$20,000,000","[USA, Canada]",2,9498,tt0356470,5.8,A Cinderella Story (2004)
1774,NaN,[South Korea],1,696,tt0269546,5.7,Mi in (2000)
1775,NaN,[Hungary],1,278,tt0419782,7.9,Gréti...! (Egy kutya feljegyzései) (TV Movie 1986)
1776,"$25,000,000",[USA],2,652,tt0087062,5.4,City Heat (1984)
1777,NaN,"[UK, USA, Germany, France]",1,380,tt0493448,7.3,Sinatra: Dark Star (TV Movie 2005)
1778,NaN,[USA],1,73,tt0304722,3.8,Skinned Deep (2004)
1779,NaN,[Hong Kong],1,191,tt0201255,7.5,This Is Kung Fu (Video 1987)
1780,"$9,000,000","[Bulgaria, USA]",3,1221,tt0493443,5.0,Finding Rin Tin Tin (2007)
1781,NaN,[South Korea],1,38,tt0816437,6.5,Sasaeng gyeoldan (2006)
1782,"$700,000",[Australia],4,5275,tt0816436,6.0,Black Water (2007)
1783,NaN,[USA],1,183,tt1885265,5.1,Good Deeds (2012)
1784,NaN,"[UK, Canada]",3,2921,tt1266029,7.2,Nowhere Boy (2009)
1785,"$1,000,000","[Hong Kong, Japan, Netherlands]",2,917,tt0303970,4.6,The Era of Vampires (2003)
1786,NaN,[USA],4,6081,tt1266027,5.0,The Marine 2 (Video 2009)
1787,NaN,[Germany],3,1147,tt2081266,5.7,Die Abenteuer des Huck Finn (2012)
1788,"$56,000,000",[USA],8,17984,tt0351977,6.2,Walking Tall (2004)
1789,"$1,200,000",[USA],2,385,tt0075913,5.3,Day of the Animals (1977)
1790,"$2,500,000",[USA],1,7921,tt1663628,5.7,Christmas Mail (2010)
1791,NaN,[Sweden],3,37,tt2846974,4.7,Hur många kramar finns det i världen? (2013)
1792,NaN,"[France, Italy, West Germany]",1,612,tt0071214,5.3,Les bidasses s'en vont en guerre (1974)
1793,NaN,[USA],1,48,tt0071216,5.7,Big Bad Mama (1974)
1794,NaN,[Hungary],1,601,tt0075080,7.4,Pókfoci (1976)
1795,NaN,[USA],2,106,tt2396421,8.3,Crystal Lake Memories: The Complete History of Friday the 13th (Video 2013)
1796,NaN,[Hungary],1,516,tt0060376,7.0,És akkor a pasas... (1966)
1797,NaN,[France],2,1464,tt0057422,6.5,Pouic-Pouic (1963)
1798,"$40,000,000",[USA],3,8247,tt1327701,4.9,Ben 10: Alien Swarm (TV Movie 2009)
1799,NaN,[Hungary],1,615,tt0026329,7.4,Ez a villa eladó (1935)
1800,NaN,[USA],1,9,tt1327709,4.7,Cyrus (2010)
1801,NaN,[Hong Kong],3,342,tt2771800,6.4,Rigor Mortis (2013)
1802,NaN,[Italy],1,600,tt0398883,7.7,Le conseguenze dell'amore (2004)
