ID,Category,genre
1386451,Electronic,trance/techno
1386432,Electronic,electronic
1386432,Electronic,house
1386410,Other,audiobook
1386400,Electronic,electronic
1386400,Pop,dance
1386400,rock,hardcore
1386400,Pop,dance
1386395,rock,dark-rock
1386395,rock,dark-metal
1386395,rock,dark-rock
1386393,Electronic,electronic
1386393,Electronic,psychedelic/acid/goa
1386393,Electronic,psychedelic/acid/goa
1386391,rock,dark-rock
1386391,rock,dark-metal
1386391,rock,dark-rock
1386390,Pop,dance
1386390,rock,hardcore
1386390,Pop,dance
1386386,rock,dark-rock
1386386,rock,dark-metal
1386386,rock,dark-rock
1386384,rock,dark-rock
1386384,rock,dark-metal
1386384,rock,dark-rock
1386382,Pop,dance
1386380,rock,dark-rock
1386380,rock,dark-metal
1386380,rock,dark-rock
1386379,rock,dark-rock
1386379,rock,dark-metal
1386379,rock,dark-rock
1386376,Pop,dance
1386376,rock,hardcore
1386376,Pop,dance
1386375,rock,dark-rock
1386375,rock,dark-metal
1386375,rock,dark-rock
1386374,rock,dark-rock
1386374,rock,dark-metal
1386374,rock,dark-rock
1386364,rock,hardcore
1386358,rock,rock
1386355,rock,rock
1386330,Pop,pop
1386327,Pop,pop
1386324,Electronic,electronic
1386324,Pop,dance
1386324,Electronic,trance/techno
1386301,rock,dark-rock
1386301,rock,dark-metal
1386301,rock,dark-rock
1386299,Electronic,electronic
1386299,Pop,pop
1386299,Electronic,chillout/ambient
1386299,Electronic,chillout/ambient
1386286,Pop,indie
1386244,Other,folk
1386243,rock,dark-rock
1386243,rock,dark-metal
1386243,rock,dark-rock
1386233,Other,folk
1386232,Pop,pop
1386232,rock,rock
1386226,Electronic,trance/techno
1386225,Other,folk
1386224,Electronic,trance/techno
1386222,Other,folk
1386220,Electronic,trance/techno
1386097,Other,folk
1386097,Electronic,chillout/ambient
1386097,Electronic,electronic
1386096,Pop,pop
1386094,Electronic,house
1386093,Electronic,house
1386088,rock,rock
1386080,rock,rock
1386068,Pop,indie
1386068,rock,rock
1386054,rock,dark-metal
1386054,rock,dark-rock
1386027,Pop,pop
1386026,rock,rock
1386025,Hip-hop,funk
1386025,Other,soul
1386019,Pop,dance
1386017,Pop,dance
1386016,Electronic,electronic
1386015,Pop,dance
1386012,Pop,dance
1386011,Pop,dance
1386008,Hip-hop,hip-hop
1386008,Hip-hop,hip-hop
1386008,Other,jazz
1386005,rock,dark-rock
1386005,rock,dark-rock
1385992,Pop,dance
1385991,Pop,dance
1385990,Pop,dance
1385988,rock,dark-metal
1385988,rock,punk
1385988,Other,folk
1385988,rock,rock
1385977,Other,classical
1385965,Electronic,trance/techno
1385965,Electronic,chillout/ambient
1385965,Electronic,trance/techno
1385965,Electronic,house
1385965,Electronic,electronic
1385915,Pop,indie
1385909,rock,rock
1385909,Electronic,psychedelic/acid/goa
1385909,rock,rock
1385909,rock,rock
1385909,rock,rock
1385905,Electronic,electronic
1385905,Electronic,house
1385905,rock,rock
1385905,Electronic,house
1385905,Electronic,trance/techno
1385905,Electronic,house
1385905,Other,folk
1385905,Electronic,house
1385897,Electronic,chillout/ambient
1385897,rock,dark-rock
1385897,Other,jazz
1385897,Other,jazz
1385893,Other,ost
1385875,Electronic,drum'n'bass
1385875,Electronic,drum'n'bass
1385871,Pop,dance
1385871,Pop,pop
1385871,Electronic,house
1385866,Pop,italo-disco
1385866,Pop,dicso
1385865,Electronic,house
1385865,Electronic,trance/techno
1385865,Electronic,house
1385862,Electronic,trance/techno
1385857,Electronic,house
1385857,Electronic,house
1385857,Electronic,house
1385857,Electronic,trance/techno
1385857,Electronic,house
1385856,Electronic,house
1385856,Electronic,house
1385856,Electronic,house
1385856,Electronic,trance/techno
1385856,Electronic,house
1385850,Pop,dance
1385833,Electronic,dubstep
1385833,Electronic,trance/techno
1385832,rock,rock
1385827,rock,rock
1385825,rock,rock
1385824,Electronic,dubstep
1385824,Electronic,trance/techno
1385824,Electronic,chillout/ambient
1385820,rock,rock
1385816,rock,rock
1385813,rock,rock
1385811,Hip-hop,hip-hop
1385811,Hip-hop,hip-hop
1385809,rock,rock
1385808,rock,rock
1385791,Electronic,house
1385789,Electronic,house
1385759,Electronic,trance/techno
1385754,rock,alternative
1385754,Pop,indie
1385754,rock,rock
1385749,Pop,dance
1385743,Hip-hop,hip-hop
1385743,Hip-hop,hip-hop
1385740,Electronic,dubstep
1385740,Electronic,trance/techno
1385740,Electronic,trance/techno
1385740,Electronic,house
1385740,Electronic,house
1385740,Electronic,chillout/ambient
1385740,Electronic,chillout/ambient
1385735,rock,dark-rock
1385735,rock,dark-metal
1385735,rock,dark-rock
1385733,rock,dark-rock
1385733,rock,dark-metal
1385733,rock,dark-rock
1385731,rock,rock
1385729,Electronic,trance/techno
1385727,Electronic,electronic
1385727,Pop,pop
1385722,rock,dark-rock
1385722,rock,dark-metal
1385722,rock,dark-rock
1385719,rock,hardcore
1385719,rock,rock
1385719,Other,country
1385710,Hip-hop,hip-hop
1385710,Hip-hop,hip-hop
1385706,Hip-hop,hip-hop
1385706,Hip-hop,hip-hop
1385702,Electronic,electronic
1385702,Electronic,trance/techno
1385702,rock,rock
1385702,Electronic,trance/techno
1385701,Electronic,electronic
1385701,Electronic,house
1385701,rock,rock
1385701,Electronic,house
1385701,rock,rock
1385701,Electronic,trance/techno
1385691,Electronic,trance/techno
1385689,Electronic,trance/techno
1385678,Pop,pop
1385661,Electronic,trance/techno
1385660,rock,dark-rock
1385660,rock,dark-metal
1385660,rock,dark-rock
1385658,rock,dark-rock
1385658,rock,dark-metal
1385658,rock,dark-rock
1385655,rock,dark-rock
1385655,rock,dark-metal
1385655,rock,dark-rock
1385654,rock,dark-rock
1385654,rock,dark-metal
1385654,rock,dark-rock
1385653,rock,dark-rock
1385653,rock,dark-metal
1385653,rock,dark-rock
1385652,Pop,dance
1385652,Electronic,house
1385652,Electronic,trance/techno
1385648,Other,soul
1385648,Hip-hop,funk
1385641,Pop,pop
1385641,rock,rock
1385641,rock,rock
1385627,Electronic,chillout/ambient
1385627,Electronic,chillout/ambient
1385627,Electronic,house
1385620,Pop,dance
1385620,Pop,pop
1385604,Electronic,trance/techno
1385588,Other,ost
1385585,Electronic,electronic
1385585,Pop,europop
1385572,Pop,pop
1385572,Pop,europop
1385564,Electronic,electronic
1385564,Electronic,house
1385564,Electronic,trance/techno
1385561,Other,country
1385561,rock,dark-rock
1385559,rock,alternative
1385559,rock,dark-rock
1385548,Electronic,house
1385548,Electronic,electronic
1385546,rock,dark-rock
1385546,rock,dark-rock
1385546,Electronic,chillout/ambient
1385546,rock,dark-rock
1385540,Electronic,electronic
1385504,Electronic,chillout/ambient
1385504,Electronic,chillout/ambient
1385498,Electronic,electronic
1385491,Electronic,drum'n'bass
1385491,Electronic,drum'n'bass
1385490,Electronic,electronic
1385489,Electronic,chillout/ambient
1385489,Electronic,chillout/ambient
1385489,Electronic,chillout/ambient
1385486,Electronic,trance/techno
1385486,Electronic,electronic
1385429,rock,rock
1385429,rock,rock
1385429,rock,rock
1385429,rock,alternative
1385429,rock,rock
1385406,rock,alternative
1385406,Hip-hop,hip-hop
1385406,Hip-hop,hip-hop
1385405,rock,dark-rock
1385405,rock,dark-rock
1385394,Electronic,chillout/ambient
1385394,Electronic,chillout/ambient
1385393,Electronic,psychedelic/acid/goa
1385393,Electronic,psychedelic/acid/goa
1385392,Electronic,psychedelic/acid/goa
1385392,Electronic,psychedelic/acid/goa
1385391,Electronic,psychedelic/acid/goa
1385391,Electronic,psychedelic/acid/goa
1385390,Electronic,psychedelic/acid/goa
1385390,Electronic,psychedelic/acid/goa
1385385,Electronic,psychedelic/acid/goa
1385385,Electronic,psychedelic/acid/goa
1385378,Electronic,dubstep
1385378,Electronic,drum'n'bass
1385378,Electronic,drum'n'bass
1385378,Electronic,electronic
1385375,Pop,pop
1385375,rock,rock
1385374,rock,rock
1385307,rock,dark-rock
1385306,rock,dark-rock
1385298,rock,dark-rock
1385295,rock,dark-rock
1385293,rock,dark-rock
1385227,Other,classical
1385227,Other,classical
1385206,Electronic,chillout/ambient
1385206,Other,folk
1385206,rock,dark-metal
1385206,Other,folk
1385195,Electronic,electronic
1385195,Electronic,house
1385187,Other,classical
1385187,Electronic,electronic
1385187,Electronic,chillout/ambient
1385185,Other,folk
1385185,Other,jazz
1385185,rock,rock
1385177,Electronic,electronic
1385169,Other,ost
1385163,Pop,pop
1385152,Other,classical
1385152,rock,dark-rock
1385152,Electronic,chillout/ambient
1385152,Electronic,electronic
1385138,Electronic,electronic
1385138,Electronic,house
1385138,rock,rock
1385138,Electronic,house
1385138,Electronic,trance/techno
1385136,Electronic,trance/techno
1385136,Electronic,house
1385136,Electronic,electronic
1385133,Electronic,psychedelic/acid/goa
1385133,Electronic,psychedelic/acid/goa
1385133,rock,rock
1385133,Electronic,trance/techno
1385126,Electronic,electronic
1385126,Electronic,house
1385126,rock,rock
1385126,Electronic,house
1385126,rock,rock
1385126,Electronic,trance/techno
1385122,Electronic,psychedelic/acid/goa
1385122,rock,rock
1385122,Electronic,trance/techno
1385121,Electronic,psychedelic/acid/goa
1385121,Electronic,psychedelic/acid/goa
1385121,Electronic,psychedelic/acid/goa
1385121,Electronic,trance/techno
1385120,Electronic,trance/techno
1385120,Electronic,trance/techno
1385120,Electronic,electronic
1385116,Electronic,psychedelic/acid/goa
1385116,Electronic,psychedelic/acid/goa
1385116,Electronic,trance/techno
1385116,Electronic,psychedelic/acid/goa
1385106,Electronic,psychedelic/acid/goa
1385106,Electronic,psychedelic/acid/goa
1385106,Electronic,trance/techno
1385106,Electronic,psychedelic/acid/goa
1385095,Pop,pop
1385088,rock,dark-rock
1385088,rock,dark-rock
1385073,rock,rock
1385073,rock,rock
1385068,Electronic,trance/techno
1385065,Electronic,house
1385065,Electronic,trance/techno
1385065,Electronic,house
1385065,Electronic,house
1385065,Electronic,house
1385065,Electronic,drum'n'bass
1385065,Electronic,electronic
1385054,Pop,italo-disco
1385054,Pop,dicso
1385053,Pop,pop
1385053,Pop,indie
1385053,rock,rock
1385044,rock,rock
1385044,rock,dark-metal
1385044,rock,dark-rock
1385041,rock,rock
1385041,rock,dark-metal
1385041,rock,dark-rock
1385036,rock,dark-rock
1385036,rock,dark-rock
1385026,Electronic,chillout/ambient
1385026,Electronic,chillout/ambient
1385026,Electronic,chillout/ambient
1385013,Other,jazz
1385007,Electronic,electronic
1385007,Electronic,house
1385007,rock,rock
1385007,Electronic,house
1385007,Electronic,trance/techno
1385007,rock,rock
1385007,Electronic,trance/techno
1384992,Other,jazz
1384984,Other,latin
1384984,Pop,pop
1384982,Other,country
1384976,Electronic,electronic
1384976,Electronic,trance/techno
1384976,rock,rock
1384976,Electronic,trance/techno
1384975,Electronic,chillout/ambient
1384975,rock,rock
1384975,Electronic,house
1384975,Electronic,trance/techno
1384975,Electronic,house
1384973,rock,rock
1384972,rock,dark-rock
1384970,Electronic,electronic
1384970,Electronic,house
1384970,Electronic,trance/techno
1384970,Electronic,house
1384970,Electronic,chillout/ambient
1384970,Electronic,electronic
1384965,Pop,italo-disco
1384965,Pop,dicso
1384963,Pop,pop
1384958,Electronic,chillout/ambient
1384958,Electronic,chillout/ambient
1384958,Electronic,chillout/ambient
1384953,Pop,italo-disco
1384953,Pop,dicso
1384949,rock,rock
1384949,Pop,pop
1384949,rock,rock
1384941,Electronic,electronic
1384941,Electronic,trance/techno
1384940,Electronic,electronic
1384940,Electronic,trance/techno
1384939,Pop,pop
1384939,Pop,europop
1384939,Electronic,house
1384937,Electronic,electronic
1384937,Electronic,house
1384937,Electronic,electronic
1384937,Electronic,electronic
1384937,Hip-hop,funk
1384931,Electronic,electronic
1384927,Electronic,electronic
1384927,Electronic,house
1384926,rock,dark-rock
1384926,rock,dark-rock
1384921,Electronic,house
1384920,Electronic,house
1384912,rock,punk
1384908,Pop,dance
1384908,Pop,dicso
1384908,Pop,pop
1384894,rock,rock
1384894,rock,alternative
1384894,rock,rock
1384894,rock,rock
1384894,rock,rock
1384887,Electronic,electronic
1384887,Electronic,house
1384880,rock,punk
1384880,rock,rock
1384868,Electronic,electronic
1384867,Electronic,electronic
1384866,Electronic,electronic
1384861,rock,hardcore
1384860,rock,rock
1384860,rock,rock'n'roll
1384849,Electronic,chillout/ambient
1384849,Electronic,chillout/ambient
1384849,Electronic,chillout/ambient
1384844,Electronic,trance/techno
1384844,Pop,dance
1384843,Electronic,electronic
1384843,Electronic,house
1384843,Electronic,house
1384843,Electronic,house
1384843,Electronic,trance/techno
1384843,Electronic,house
1384841,rock,hardcore
1384837,Electronic,dubstep
1384827,Electronic,trance/techno
1384827,Electronic,trance/techno
1384827,Electronic,house
1384825,Electronic,trance/techno
1384823,Electronic,house
1384817,rock,dark-rock
1384815,rock,dark-rock
1384809,Electronic,chillout/ambient
1384809,Electronic,chillout/ambient
1384809,Electronic,chillout/ambient
1384806,Pop,dance
1384806,Pop,pop
1384799,Electronic,chillout/ambient
1384799,Electronic,chillout/ambient
1384799,Electronic,chillout/ambient
1384781,Electronic,drum'n'bass
1384781,Electronic,drum'n'bass
1384771,Electronic,trance/techno
1384771,Electronic,trance/techno
1384771,Electronic,house
1384769,Electronic,trance/techno
1384769,Electronic,trance/techno
1384769,Electronic,house
1384754,rock,hardcore
1384753,Pop,pop
1384744,Electronic,trance/techno
1384734,rock,rock
1384716,rock,rock
1384716,rock,dark-rock
1384716,rock,rock
1384716,rock,dark-rock
1384715,rock,alternative
1384715,rock,rock
1384714,Hip-hop,hip-hop
1384714,Hip-hop,hip-hop
1384710,Other,blues
1384710,Pop,pop
1384706,Pop,synthpop
1384706,Pop,pop
1384706,Pop,dicso
1384703,Electronic,trance/techno
1384703,Electronic,trance/techno
1384703,Electronic,house
1384702,Electronic,house
1384702,rock,rock
1384702,Electronic,house
1384702,Electronic,electronic
1384702,Electronic,house
1384702,Electronic,trance/techno
1384702,Electronic,house
1384702,Electronic,trance/techno
1384701,Electronic,house
1384701,rock,rock
1384701,Electronic,house
1384701,Electronic,electronic
1384701,Electronic,house
1384698,Electronic,house
1384698,Electronic,house
1384698,Electronic,house
1384697,Electronic,trance/techno
1384697,Electronic,trance/techno
1384697,Electronic,house
1384696,Electronic,house
1384696,Electronic,electronic
1384696,Electronic,house
1384695,Electronic,house
1384694,Electronic,house
1384694,Electronic,trance/techno
1384694,Electronic,house
1384693,Electronic,house
1384693,Electronic,trance/techno
1384693,Electronic,house
1384692,Electronic,house
1384692,Electronic,house
1384692,Electronic,house
1384691,Electronic,house
1384691,Electronic,trance/techno
1384691,Electronic,house
1384690,Electronic,house
1384690,Electronic,house
1384690,Electronic,house
1384690,Electronic,trance/techno
1384690,Electronic,house
1384690,Electronic,trance/techno
1384688,Electronic,house
1384688,Electronic,trance/techno
1384688,Electronic,house
1384687,Electronic,house
1384687,Electronic,trance/techno
1384687,Electronic,house
1384684,Electronic,house
1384684,rock,rock
1384684,Electronic,house
1384683,Electronic,trance/techno
1384683,Electronic,trance/techno
1384683,Electronic,house
1384682,Electronic,house
1384682,Electronic,trance/techno
1384682,Electronic,house
1384681,Electronic,house
1384681,Electronic,trance/techno
1384681,Electronic,house
1384679,Electronic,house
1384679,Electronic,electronic
1384679,Electronic,house
1384678,Electronic,house
1384678,Electronic,trance/techno
1384678,Electronic,house
1384677,Electronic,trance/techno
1384676,Electronic,trance/techno
1384676,Electronic,trance/techno
1384676,Electronic,house
1384633,Electronic,house
1384623,Hip-hop,hip-hop
1384623,Hip-hop,hip-hop
1384615,Pop,dance
1384599,Other,blues
1384599,Other,blues
1384599,rock,rock
1384599,Other,soul
1384553,Other,blues
1384553,Other,blues
1384541,Electronic,drum'n'bass
1384541,Electronic,drum'n'bass
1384541,Electronic,electronic
1384541,Electronic,electronic
1384541,Hip-hop,hip-hop
1384541,Electronic,trance/techno
1384529,Other,folk
1384529,Other,folk
1384520,Pop,pop
1384471,Pop,pop
1384470,Pop,pop
1384466,Pop,pop
1384465,Pop,pop
1384463,Pop,pop
1384462,Pop,pop
1384440,Pop,pop
1384440,rock,rock
1384430,Electronic,house
1384427,Electronic,electronic
1384422,Electronic,house
1384406,rock,rock
1384406,rock,dark-rock
1384406,rock,rock
1384406,rock,dark-rock
1384406,rock,dark-rock
1384401,rock,dark-rock
1384401,rock,dark-rock
1384392,rock,alternative
1384392,rock,rock
1384358,Other,folk
1384358,rock,dark-metal
1384358,Electronic,chillout/ambient
1384357,Electronic,house
1384357,Electronic,house
1384357,Electronic,house
1384357,Pop,europop
1384357,Electronic,house
1384335,Other,blues
1384334,rock,alternative
1384332,Electronic,trance/techno
1384327,Other,classical
1384327,Electronic,electronic
1384327,rock,alternative
1384311,Electronic,house
1384310,Electronic,trance/techno
1384299,rock,rock
1384286,rock,rock
1384285,rock,hardcore
1384285,rock,punk
1384265,Pop,pop
1384265,rock,rock
1384254,Electronic,drum'n'bass
1384254,Electronic,drum'n'bass
1384252,rock,rock
1384248,Electronic,psychedelic/acid/goa
1384248,Electronic,psychedelic/acid/goa
1384248,Electronic,psychedelic/acid/goa
1384248,Electronic,trance/techno
1384244,Electronic,psychedelic/acid/goa
1384244,Electronic,psychedelic/acid/goa
1384241,Other,blues
1384241,Other,soul
1384226,Electronic,psychedelic/acid/goa
1384226,rock,rock
1384226,Electronic,trance/techno
1384217,rock,rock
1384200,Other,reggae
1384193,rock,rock
1384190,Electronic,electronic
1384190,Electronic,house
1384180,Electronic,trance/techno
1384172,rock,dark-rock
1384167,rock,dark-rock
1384166,Electronic,electronic
1384157,Electronic,house
1384157,Electronic,electronic
1384157,Electronic,house
1384157,Electronic,trance/techno
1384154,rock,rock
1384153,Electronic,trance/techno
1384145,Electronic,house
1384145,Electronic,house
1384129,Pop,italo-disco
1384110,Pop,dance
1384110,Pop,pop
1384101,rock,rock
1384096,Electronic,trance/techno
1384090,rock,dark-rock
1384086,Other,blues
1384086,rock,rock
1384084,rock,dark-rock
1384081,rock,dark-rock
1384080,rock,dark-rock
1384079,rock,rock
1384077,rock,dark-rock
1384072,rock,rock
1384071,rock,dark-rock
1384066,rock,dark-rock
1384051,Electronic,trance/techno
1384049,rock,rock
1384049,rock,dark-rock
1384049,rock,rock
1384049,rock,dark-rock
1384049,rock,dark-rock
1384045,Electronic,electronic
1384045,Electronic,house
1384043,Electronic,trance/techno
1384034,Electronic,house
1384026,Electronic,drum'n'bass
1384026,Electronic,drum'n'bass
1384024,Pop,pop
1383999,Other,meditation
1383998,Electronic,trance/techno
1383992,Other,folk
1383992,Other,folk
1383989,Other,folk
1383989,Other,folk
1383989,Electronic,trance/techno
1383986,rock,rock
1383970,Electronic,trance/techno
1383970,Electronic,electronic
1383970,Electronic,chillout/ambient
1383967,Electronic,house
1383967,rock,rock
1383967,Electronic,house
1383965,Other,folk
1383965,Other,folk
1383965,Electronic,trance/techno
1383962,Pop,synthpop
1383962,Electronic,electronic
1383949,Other,folk
1383949,Other,folk
1383949,Electronic,trance/techno
1383925,Electronic,house
1383925,rock,rock
1383925,Electronic,house
1383921,Electronic,house
1383921,rock,rock
1383921,Electronic,house
1383913,Electronic,trance/techno
1383908,Other,folk
1383908,Other,folk
1383908,Electronic,trance/techno
1383907,Other,folk
1383907,Pop,indie
1383907,rock,rock
1383893,Electronic,house
1383892,Electronic,house
1383878,Electronic,house
1383875,Electronic,trance/techno
1383854,Hip-hop,hip-hop
1383854,Hip-hop,hip-hop
1383832,rock,dark-rock
1383819,Electronic,trance/techno
1383805,Other,ost
1383800,Pop,pop
1383800,Other,blues
1383787,rock,dark-rock
1383787,rock,dark-metal
1383787,rock,dark-rock
1383786,Electronic,chillout/ambient
1383786,Electronic,chillout/ambient
1383786,Electronic,electronic
1383777,rock,alternative
1383777,rock,dark-rock
1383777,rock,dark-rock
1383777,rock,dark-rock
1383742,Electronic,drum'n'bass
1383742,Electronic,drum'n'bass
1383681,Electronic,psychedelic/acid/goa
1383681,rock,rock
1383681,Electronic,chillout/ambient
1383681,rock,rock
1383639,Electronic,house
1383637,Pop,dance
1383635,rock,rock
1383635,rock,rock
1383634,Electronic,house
1383629,Electronic,house
1383628,Pop,pop
1383628,rock,rock
1383627,Other,folk
1383627,Other,jazz
1383627,Other,folk
1383624,Pop,dance
1383622,Electronic,house
1383618,Pop,pop
1383618,rock,rock
1383617,Other,ost
1383609,rock,rock
1383609,rock,hardcore
1383607,Electronic,house
1383604,rock,rock
1383591,Electronic,house
1383589,Electronic,psychedelic/acid/goa
1383589,rock,rock
1383589,rock,psychedelic-rock
1383589,rock,rock
1383588,rock,hardcore
1383588,rock,rock
1383588,rock,dark-rock
1383587,Pop,pop
1383587,rock,rock
1383586,Electronic,electronic
1383584,Other,blues
1383583,Other,jazz
1383581,Hip-hop,hip-hop
1383581,Hip-hop,hip-hop
1383580,Hip-hop,hip-hop
1383580,Hip-hop,hip-hop
1383579,rock,dark-rock
1383579,rock,dark-rock
1383574,Pop,pop
1383573,Other,country
1383566,rock,rock
1383566,rock,rock
1383556,rock,rock
1383556,Other,folk
1383549,Electronic,electronic
1383549,Electronic,trance/techno
1383548,Electronic,electronic
1383548,Electronic,trance/techno
1383544,rock,dark-rock
1383544,rock,dark-metal
1383544,rock,dark-rock
1383539,rock,rock
1383539,rock,rock
1383529,rock,hardcore
1383529,rock,rock
1383529,rock,rock
1383526,rock,hardcore
1383525,rock,dark-metal
1383525,rock,dark-rock
1383508,Other,ost
1383502,rock,hardcore
1383499,Other,folk
1383499,Other,folk
1383485,rock,hardcore
1383485,rock,dark-rock
1383485,rock,dark-rock
1383470,rock,dark-rock
1383468,Electronic,electronic
1383468,Electronic,house
1383463,Electronic,trance/techno
1383463,Pop,dance
1383463,rock,rock
1383463,Electronic,house
1383458,Other,folk
1383458,Other,folk
1383442,Electronic,house
1383442,Electronic,house
1383442,Electronic,house
1383441,Electronic,house
1383441,Electronic,house
1383441,Electronic,house
1383441,Pop,indie
1383441,Pop,dance
1383441,rock,dark-metal
1383441,Pop,dicso
1383440,Electronic,house
1383440,rock,rock
1383440,Electronic,house
1383439,Electronic,house
1383439,Electronic,house
1383439,Electronic,house
1383439,Electronic,trance/techno
1383439,Electronic,house
1383438,Electronic,house
1383438,Electronic,house
1383438,Electronic,house
1383438,Pop,indie
1383438,Pop,dance
1383438,rock,dark-metal
1383438,Pop,dicso
1383435,Electronic,trance/techno
1383434,Electronic,trance/techno
1383433,Electronic,house
1383433,Electronic,house
1383433,Electronic,house
1383433,Electronic,trance/techno
1383433,Electronic,house
1383427,Electronic,trance/techno
1383427,Electronic,chillout/ambient
1383423,Electronic,trance/techno
1383423,Electronic,trance/techno
1383423,Electronic,house
1383423,Electronic,house
1383423,Electronic,house
1383418,Electronic,house
1383418,Electronic,trance/techno
1383418,Electronic,house
1383410,Electronic,house
1383406,rock,hardcore
1383406,rock,rock
1383395,Electronic,psychedelic/acid/goa
1383395,Electronic,psychedelic/acid/goa
1383392,rock,rock
1383392,rock,rock
1383389,Electronic,psychedelic/acid/goa
1383389,Electronic,psychedelic/acid/goa
1383388,Electronic,psychedelic/acid/goa
1383388,rock,rock
1383388,Electronic,trance/techno
1383382,Electronic,psychedelic/acid/goa
1383382,Electronic,psychedelic/acid/goa
1383373,rock,rock
1383373,rock,dark-rock
1383373,rock,dark-metal
1383373,rock,dark-rock
1383372,Electronic,psychedelic/acid/goa
1383372,rock,rock
1383372,Electronic,trance/techno
1383371,Electronic,psychedelic/acid/goa
1383371,rock,rock
1383371,Electronic,trance/techno
1383370,Electronic,psychedelic/acid/goa
1383370,rock,rock
1383370,Electronic,trance/techno
1383365,rock,hardcore
1383365,rock,rock
1383362,Electronic,trance/techno
1383362,Electronic,trance/techno
1383357,Electronic,psychedelic/acid/goa
1383357,Electronic,psychedelic/acid/goa
1383356,Electronic,psychedelic/acid/goa
1383356,Electronic,psychedelic/acid/goa
1383350,Electronic,psychedelic/acid/goa
1383350,Electronic,psychedelic/acid/goa
1383338,rock,rock
1383338,rock,rock
1383338,rock,rock
1383334,Electronic,electronic
1383334,Electronic,trance/techno
1383324,Electronic,trance/techno
1383321,Electronic,trance/techno
1383302,Electronic,house
1383289,Electronic,trance/techno
1383288,Electronic,chillout/ambient
1383287,Pop,dance
1383287,Pop,pop
1383287,Electronic,house
1383270,Hip-hop,funk
1383270,Pop,dicso
1383270,rock,alternative
1383268,rock,dark-rock
1383268,rock,rock
1383268,rock,dark-rock
1383262,Hip-hop,funk
1383262,Pop,dicso
1383262,rock,alternative
1383236,rock,punk
1383186,rock,punk
1383184,Hip-hop,hip-hop
1383184,Hip-hop,hip-hop
1383178,Hip-hop,hip-hop
1383178,Hip-hop,hip-hop
1383178,Other,blues
1383178,Pop,pop
1383174,Electronic,house
1383167,rock,rock
1383167,rock,rock
1383164,Other,blues
1383164,Pop,pop
1383154,Pop,italo-disco
1383154,Pop,synthpop
1383154,Pop,europop
1383113,Pop,dance
1383111,Other,latin
1383111,Other,jazz
1383103,Electronic,house
1383099,Electronic,electronic
1383095,Electronic,trance/techno
1383090,Other,latin
1383090,Other,jazz
1383082,Other,latin
1383082,Other,jazz
1383075,Electronic,house
1383072,Electronic,house
1383068,Electronic,house
1383057,Other,latin
1383057,Other,jazz
1383020,rock,rock
1383020,rock,dark-rock
1383020,rock,hardcore
1383020,rock,rock
1383020,rock,dark-rock
1383019,Electronic,trance/techno
1383019,Electronic,house
1383018,Pop,pop
1383010,rock,rock
1383010,rock,dark-rock
1383010,rock,dark-metal
1383010,rock,dark-rock
1382988,rock,rock
1382979,Hip-hop,hip-hop
1382979,Hip-hop,hip-hop
1382974,Other,classical
1382971,Other,classical
1382967,Electronic,electronic
1382967,rock,dark-rock
1382967,rock,rock
1382966,Other,classical
1382965,Pop,pop
1382937,Other,blues
1382930,rock,rock
1382922,Pop,dance
1382922,Pop,pop
1382922,Electronic,house
1382919,Electronic,electronic
1382919,Electronic,trance/techno
1382919,Electronic,house
1382907,rock,punk
1382907,rock,punk
1382902,Electronic,trance/techno
1382902,rock,rock
1382902,Electronic,house
1382893,Electronic,trance/techno
1382893,rock,rock
1382893,Electronic,house
1382889,Other,folk
1382889,Other,folk
1382886,Other,folk
1382886,Other,folk
1382882,Electronic,trance/techno
1382882,rock,rock
1382882,Electronic,house
1382878,Other,folk
1382878,Other,folk
1382871,rock,rock
1382870,Pop,pop
1382863,Electronic,house
1382853,Electronic,trance/techno
1382853,rock,rock
1382853,Electronic,house
1382849,rock,punk
1382849,rock,rock
1382835,Electronic,trance/techno
1382835,Electronic,electronic
1382835,Electronic,house
1382828,rock,dark-rock
1382823,rock,dark-rock
1382815,rock,dark-rock
1382814,rock,dark-rock
1382812,rock,dark-rock
1382807,rock,dark-rock
1382797,Electronic,drum'n'bass
1382797,Electronic,drum'n'bass
1382790,Electronic,house
1382781,Electronic,house
1382780,Electronic,house
1382778,Electronic,electronic
1382777,Pop,dance
1382771,Electronic,trance/techno
1382770,Electronic,trance/techno
1382729,Other,jazz
1382729,Other,jazz
1382729,Other,jazz
1382711,Electronic,house
1382709,Pop,pop
1382709,Other,classical
1382688,rock,rock
1382688,rock,rock
1382688,rock,rock
1382688,Other,classical
1382688,rock,rock
1382688,rock,hardcore
1382688,rock,rock
1382678,Pop,pop
1382678,rock,rock
1382678,Pop,pop
1382678,rock,rock
1382672,Electronic,trance/techno
1382669,Electronic,trance/techno
1382650,rock,rock
1382648,rock,hardcore
1382648,rock,rock
1382644,Electronic,psychedelic/acid/goa
1382644,Electronic,psychedelic/acid/goa
1382644,Electronic,trance/techno
1382642,rock,rock
1382642,rock,dark-rock
1382637,Electronic,trance/techno
1382636,Electronic,psychedelic/acid/goa
1382636,Electronic,psychedelic/acid/goa
1382631,Electronic,chillout/ambient
1382631,Electronic,chillout/ambient
1382631,Electronic,chillout/ambient
1382631,Electronic,trance/techno
